 2.281813e-01 1.212483e-01 1.750751e-01 2.393233e-01 1.633294e-01 6.414391e-03 1.822829e-01 7.034939e-02 6.023246e-01 1.112073e+00 1.570151e+00 2.008325e+00 2.042955e+00 1.990522e+00 1.930749e+00 1.779044e+00 1.548251e+00 1.335283e+00 8.689653e-01 5.029500e-01 5.127264e-01 3.913542e-01 6.678085e-01 8.662669e-01 1.363800e+00 1.995584e+00 1.887665e+00 2.024656e+00 1.740202e+00 1.508039e+00 9.442167e-01
 1.249774e-01 -1.025547e-01 2.193694e-01 9.597460e-02 1.862187e-01 6.522008e-02 2.391637e-01 2.102545e-01 7.932931e-01 1.071598e+00 1.514274e+00 1.835921e+00 1.726875e+00 1.866570e+00 1.795554e+00 1.675165e+00 1.469562e+00 1.203830e+00 7.310732e-01 5.386291e-01 4.431786e-01 5.237699e-01 5.726245e-01 1.048966e+00 1.279090e+00 1.963395e+00 2.044433e+00 2.018566e+00 1.677012e+00 1.428037e+00 1.245575e+00
 9.451034e-02 -1.088338e-02 1.644061e-01 1.477327e-01 1.427346e-01 6.950621e-02 3.273508e-01 4.053047e-01 6.076135e-01 1.120276e+00 1.442356e+00 1.949826e+00 2.010565e+00 1.862051e+00 1.676699e+00 1.412022e+00 1.215737e+00 1.019730e+00 8.191412e-01 4.501453e-01 4.331931e-01 3.563612e-01 8.146334e-01 1.025550e+00 1.395560e+00 1.879044e+00 1.938400e+00 2.291134e+00 1.833205e+00 1.783547e+00 1.251968e+00
 1.665925e-01 1.575509e-01 5.765787e-02 -8.711423e-02 2.460971e-02 1.817561e-01 2.384019e-01 6.864484e-01 7.496822e-01 1.192182e+00 1.266998e+00 1.832291e+00 1.751025e+00 1.826847e+00 1.569111e+00 1.511842e+00 1.216523e+00 8.540067e-01 6.249319e-01 4.817759e-01 2.479245e-01 5.216099e-01 5.445580e-01 1.017526e+00 1.586099e+00 1.951816e+00 2.434704e+00 2.166999e+00 2.098265e+00 1.720556e+00 1.339702e+00
 -2.400317e-02 -2.133299e-01 -1.360593e-02 4.671683e-02 2.318119e-02 2.677878e-01 3.100964e-01 4.782912e-01 7.107638e-01 1.008485e+00 1.178172e+00 1.610393e+00 1.611140e+00 1.734898e+00 1.478091e+00 1.407991e+00 1.092651e+00 7.299882e-01 5.588986e-01 3.778355e-01 2.744109e-01 3.711578e-01 3.693983e-01 9.927163e-01 1.424963e+00 1.843594e+00 2.222548e+00 2.374589e+00 2.099923e+00 1.798808e+00 1.582830e+00
 4.477221e-02 -8.376899e-03 -1.289395e-01 5.173473e-02 2.329054e-01 2.743624e-01 3.474506e-01 4.777556e-01 8.253103e-01 1.014413e+00 1.331297e+00 1.486798e+00 1.543138e+00 1.601224e+00 1.410080e+00 1.214265e+00 1.106168e+00 6.464837e-01 5.298025e-01 2.366465e-01 1.475339e-01 2.287140e-01 6.547710e-01 8.352645e-01 1.478319e+00 1.922840e+00 2.237929e+00 2.198327e+00 2.184360e+00 1.655365e+00 1.597578e+00
 1.183200e-01 -9.391925e-02 -1.371212e-01 1.160701e-01 -3.840624e-02 1.481251e-01 4.304121e-01 5.131103e-01 7.623836e-01 9.952567e-01 1.395595e+00 1.431804e+00 1.467624e+00 1.253655e+00 1.006630e+00 1.061200e+00 8.758916e-01 6.035594e-01 4.215911e-01 9.532682e-02 2.265353e-01 3.093098e-01 4.314910e-01 9.079308e-01 1.411552e+00 1.876871e+00 2.151776e+00 2.263610e+00 2.237036e+00 2.011423e+00 1.463218e+00
 -1.984673e-01 2.857841e-02 -2.043903e-01 9.303222e-03 -2.020133e-02 1.752900e-01 2.172089e-01 7.092969e-01 6.916228e-01 1.095015e+00 1.336384e+00 1.407116e+00 1.464793e+00 1.432432e+00 1.447177e+00 9.094758e-01 6.683743e-01 5.828991e-01 4.489079e-01 9.471685e-02 -2.486647e-02 2.842952e-03 3.657775e-01 6.901512e-01 1.312008e+00 1.821109e+00 2.160967e+00 2.392678e+00 2.219776e+00 1.911187e+00 1.502156e+00
 -1.001935e-01 -6.743722e-02 -2.302735e-01 -9.096424e-02 -2.108226e-02 2.715615e-01 3.254703e-01 5.452987e-01 8.953899e-01 1.084746e+00 1.248137e+00 1.262805e+00 1.296571e+00 1.196217e+00 1.112705e+00 6.866245e-01 7.645786e-01 5.252613e-01 2.040455e-01 2.465752e-01 -1.529852e-01 1.040065e-01 2.984978e-01 8.114828e-01 1.384922e+00 1.846385e+00 2.240821e+00 2.347915e+00 2.188760e+00 1.822323e+00 1.456296e+00
 3.717240e-02 -7.492385e-02 -7.494216e-02 3.355743e-04 1.013605e-01 4.193619e-01 3.529523e-01 5.942772e-01 7.167982e-01 1.236777e+00 1.290878e+00 1.410278e+00 1.288819e+00 1.160441e+00 8.315650e-01 6.331049e-01 7.206814e-01 3.692102e-01 6.677725e-02 -8.130916e-02 -1.025516e-01 7.983355e-02 3.525795e-01 6.701714e-01 1.130963e+00 1.844165e+00 2.388501e+00 2.348830e+00 2.457844e+00 2.065485e+00 1.662137e+00
